ID,site_number,site_ab,invaded_status,sterile_status,location,replicate,iteration,#_cotyledon,leaf_length,week0,week1,week2,week3,week4,week5,growth,above1,above2,above,below1,below2,below,biomass,status
199,12,A,invaded,sterile,airport,4,1,2,0.6,1.645,2.64,5.8,9.12,12.58,15.75,14.105,0.2467,0.2474,0.24705,0.0754,0.0749,0.07515,0.3222,alive
200,13,B,uninvaded,live,airport,4,1,2,0.19,0.62,0.9,1.23,1.655,2.14,dead,,,,,,,,NA,dead
201,12,A,invaded,live,airport,4,1,0,,0.675,dead,,,,,-0.675,,,,,,,NA,dead
202,10,B,uninvaded,sterile,airport,4,1,2,0.18,1.03,1.355,1.825,2.495,3.455,4.62,3.59,0.0308,0.0314,0.0311,0.0135,0.0148,0.01415,0.04525,alive
203,16,A,invaded,sterile,airport,4,1,0,,0.54,0.9,dead,replanted,,,-0.54,,,,,,,NA,dead
204,11,A,invaded,sterile,airport,4,1,2,0.36,0.7,dead,,,,,-0.7,,,,,,,NA,dead
205,9,B,uninvaded,sterile,airport,4,1,2,0.39,0.715,1.59,2.97,4.16,5.645,7.495,6.78,0.1067,0.1059,0.1063,0.0498,0.0499,0.04985,0.15615,alive
206,17,B,uninvaded,sterile,CNSC,4,1,2,0.65,1.8,3.17,4.29,6.52,9.72,13.78,11.98,0.0067,0.0059,0.0063,0.0475,0.0472,0.04735,0.05365,alive
207,11,B,uninvaded,sterile,airport,4,1,2,0.46,1.03,2.09,3.56,6.235,9.785,13.66,12.63,0.1051,0.1047,0.1049,0.0342,0.0346,0.0344,0.1393,alive
208,7,B,uninvaded,live,Churchill,4,1,2,0.45,1.205,2.9,3.44,5.12,7.925,11.37,10.165,0.0658,0.0659,0.06585,0.0058,0.0065,0.00615,0.072,alive
209,1,A,invaded,sterile,Churchill,4,1,2,0.215,0.66,1.14,2.14,3.28,3.78,4.79,4.13,0.0609,0.0602,0.06055,0.0214,0.022,0.0217,0.08225,alive
210,18,B,uninvaded,live,CNSC,4,1,2,0.235,0.725,1.03,1.34,1.89,dead,,-0.725,,,,,,,NA,dead
211,7,A,invaded,sterile,Churchill,4,1,2,0.19,0.76,1.075,1.49,2.14,3.59,5.43,4.67,0.0093,0.0084,0.00885,0.0014,0.0021,0.00175,0.0106,alive
212,18,B,uninvaded,sterile,CNSC,4,1,2,0.225,0.58,0.815,dead,,,,-0.58,,,,,,,NA,dead
213,1,B,uninvaded,live,Churchill,4,1,2,0.6,1.64,2.995,4.27,6.175,8.38,11.97,10.33,0.1829,0.1836,0.18325,0.0693,0.0706,0.06995,0.2532,alive
214,8,A,invaded,live,Churchill,4,1,2,0.22,0.635,1.01,1.625,2.08,2.95,5.21,4.575,0.0289,0.0287,0.0288,0.008,0.0079,0.00795,0.03675,alive
215,8,B,uninvaded,sterile,Churchill,4,1,2,0.485,1.48,2.92,4.155,6.775,9.39,15.07,13.59,0.1424,0.1419,0.14215,0.0419,0.0405,0.0412,0.18335,alive
216,11,B,uninvaded,live,airport,4,1,2,0.16,0.59,0.92,1.305,2.06,2.88,4.005,3.415,0.0062,0.0065,0.00635,0.0014,0.0016,0.0015,0.00785,alive
217,8,B,uninvaded,live,Churchill,4,1,2,0.23,0.705,1.01,1.51,2.48,3.005,4.755,4.05,0.0667,0.0064,0.03655,0.0323,0.0303,0.0313,0.06785,alive
218,15,A,invaded,live,Churchill,4,1,2,0.2,0.6,0.91,1.535,2.6,3.625,5.015,4.415,0.0531,0.0525,0.0528,0.023,0.0223,0.02265,0.07545,alive
219,13,B,uninvaded,sterile,airport,4,1,0,,0.4,0.62,dead,,,,-0.4,,,,,,,NA,dead
220,14,A,invaded,live,Churchill,4,1,2,0.25,0.6,0.95,1.15,1.935,2.74,3.795,3.195,0.0168,0.0175,0.01715,0.0086,0.0085,0.00855,0.0257,alive
221,16,B,uninvaded,live,airport,4,1,2,0.25,0.77,dead,,,,,-0.77,,,,,,,NA,dead
222,12,B,uninvaded,sterile,airport,4,1,2,0.33,0.515,0.98,1.94,3.255,4.53,6.8,6.285,0.0323,0.0331,0.0327,0.0114,0.0132,0.0123,0.045,alive
223,6,A,invaded,live,Churchill,4,1,2,0.3,0.76,dead,replanted,,,,-0.76,,,,,,,NA,dead
224,1,A,invaded,live,Churchill,4,1,2,0.4,0.985,1.5,dead,replanted,,,-0.985,,,,,,,NA,dead
